"accno","tran_dtm","amt","tr_code"
100034,2008-11-13 00:00:00,479740,D1
100035,2008-11-14 00:00:00,179292,D2
100036,2008-11-15 00:00:00,236807,D2
100037,2008-11-16 00:00:00,146886,D2
100038,2008-11-17 00:00:00,334067,D3
100039,2008-11-18 00:00:00,647948,D2
100040,2008-11-19 00:00:00,963624,L2
100041,2008-11-20 00:00:00,240568,D2
100042,2008-11-21 00:00:00,140591,L3
100043,2008-11-22 00:00:00,736605,D1
100044,2008-11-23 00:00:00,786955,D1
100045,2008-11-24 00:00:00,617769,D1
100046,2008-11-25 00:00:00,435282,D1
100047,2008-11-26 00:00:00,742185,D1
100048,2008-11-27 00:00:00,701278,D3
100049,2008-11-28 00:00:00,537221,L1
100050,2008-11-29 00:00:00,337970,D2
100051,2008-11-30 00:00:00,767715,D1
100052,2008-12-01 00:00:00,409126,L3
100053,2008-12-02 00:00:00,923976,L1
100054,2008-12-03 00:00:00,216310,L3
100092,2011-03-22 00:00:00,636069,L3
100093,2011-03-23 00:00:00,208778,L2
100094,2011-03-24 00:00:00,754566,L2
100095,2011-03-25 00:00:00,245735,D3
100096,2011-03-26 00:00:00,508830,L3
100097,2011-03-27 00:00:00,785632,L1
100098,2011-03-28 00:00:00,145713,D1
100099,2011-03-29 00:00:00,973057,D2
100100,2011-03-30 00:00:00,699863,D2
100101,2011-03-31 00:00:00,840352,D1
100102,2011-04-01 00:00:00,5159,D3
100103,2011-04-02 00:00:00,323201,D2
100104,2011-04-03 00:00:00,454099,L1
100105,2011-04-04 00:00:00,854298,L3
100106,2011-04-05 00:00:00,135774,D3
100107,2011-04-06 00:00:00,246321,D2
100108,2011-04-07 00:00:00,618596,L2
100109,2011-04-08 00:00:00,137552,D2
100110,2011-04-09 00:00:00,325508,L3
100111,2011-04-10 00:00:00,68846,L2
100112,2011-04-11 00:00:00,661249,D1
100113,2011-04-12 00:00:00,563038,D1
100114,2011-04-13 00:00:00,362078,D2
100115,2011-04-14 00:00:00,278004,D3
100116,2011-04-15 00:00:00,974431,D2
100117,2011-04-16 00:00:00,775670,D2
100118,2011-04-17 00:00:00,980272,D2
100119,2011-04-18 00:00:00,590210,L2
100120,2011-04-19 00:00:00,665778,D3
100121,2011-04-20 00:00:00,364365,D2
100122,2011-04-21 00:00:00,577743,D2
100123,2011-04-22 00:00:00,668948,D1
100124,2011-04-23 00:00:00,426747,D2
100125,2011-04-24 00:00:00,250758,D2
100126,2011-04-25 00:00:00,718590,D1
100127,2011-04-26 00:00:00,836399,L3
100128,2011-04-27 00:00:00,193252,D1
100129,2011-04-28 00:00:00,483320,L1
100130,2011-04-29 00:00:00,110114,L3
100131,2011-04-30 00:00:00,468755,L2
100132,2011-05-01 00:00:00,129538,D2
100133,2011-05-02 00:00:00,662226,L3
100134,2011-05-03 00:00:00,918019,D2
100135,2011-05-04 00:00:00,690689,D2
100136,2011-05-05 00:00:00,930784,L2
100137,2011-05-06 00:00:00,357336,D3
100138,2011-05-07 00:00:00,571931,D2
100139,2011-05-08 00:00:00,847690,D2
100140,2011-05-09 00:00:00,906220,D2
100141,2011-05-10 00:00:00,455933,D2
100142,2011-05-11 00:00:00,747489,L2
100143,2011-05-12 00:00:00,904492,D2
100144,2011-05-13 00:00:00,803465,D2
100145,2011-05-14 00:00:00,746781,L3
100146,2011-05-15 00:00:00,935334,L1
100147,2011-05-16 00:00:00,873686,D3
100148,2011-05-17 00:00:00,592069,D2
100149,2011-05-18 00:00:00,845356,L1
100150,2011-05-19 00:00:00,17244,D2
100151,2011-05-20 00:00:00,24356,L1
100152,2011-05-21 00:00:00,873587,L1
100153,2011-05-22 00:00:00,87438,L3
100154,2011-05-23 00:00:00,380578,D3
100155,2011-05-24 00:00:00,53556,D2
100156,2011-05-25 00:00:00,966845,D2
100157,2011-05-26 00:00:00,439312,D2
100158,2011-05-27 00:00:00,651435,D2
100159,2011-05-28 00:00:00,936311,D3
100160,2011-05-29 00:00:00,24454,D1
100161,2011-05-30 00:00:00,854557,D2
100162,2011-05-31 00:00:00,608313,D1
100163,2011-06-01 00:00:00,47941,D2
100164,2011-06-02 00:00:00,718279,L3
100165,2011-06-03 00:00:00,545684,D2
100166,2011-06-04 00:00:00,362926,D2
100167,2011-06-05 00:00:00,47873,D2
100168,2011-06-06 00:00:00,4298,D2
100169,2011-06-07 00:00:00,577051,D2
100170,2011-06-08 00:00:00,745551,D2
100171,2011-06-09 00:00:00,946043,D3
100172,2011-06-10 00:00:00,161120,D2
100173,2011-06-11 00:00:00,804140,L2
100174,2011-06-12 00:00:00,863557,D1
100175,2011-06-13 00:00:00,881789,D3
100176,2011-06-14 00:00:00,866325,D1
100177,2011-06-15 00:00:00,242222,D2
100178,2011-06-16 00:00:00,968037,L3
100179,2011-06-17 00:00:00,287216,D2
100180,2011-06-18 00:00:00,58068,D2
100181,2011-06-19 00:00:00,462322,D2
100182,2011-06-20 00:00:00,55337,D2
100183,2011-06-21 00:00:00,150512,L3
100184,2011-06-22 00:00:00,832889,D2
100185,2011-06-23 00:00:00,826113,D3
100186,2011-06-24 00:00:00,665622,L1
100187,2011-06-25 00:00:00,371998,L3
100188,2011-06-26 00:00:00,699304,D1
100189,2011-06-27 00:00:00,446249,L1
100190,2011-06-28 00:00:00,444975,D2
100191,2011-06-29 00:00:00,158127,D2
100192,2011-06-30 00:00:00,504251,D2
100193,2011-07-01 00:00:00,530916,D2
100194,2011-07-02 00:00:00,811506,L3
100195,2011-07-03 00:00:00,325062,D2
100196,2011-07-04 00:00:00,34339,L3
100197,2011-07-05 00:00:00,349859,D2
100198,2011-07-06 00:00:00,451484,D1
100199,2011-07-07 00:00:00,259239,L1
100200,2011-07-08 00:00:00,446618,D1
100001,2011-07-09 00:00:00,782409,D2
100002,2011-07-10 00:00:00,97667,D2
100003,2011-07-11 00:00:00,30607,D2
100004,2011-07-12 00:00:00,344102,D2
100005,2011-07-13 00:00:00,274884,D2
100006,2011-07-14 00:00:00,561157,D2
100007,2011-07-15 00:00:00,407775,D2
100008,2011-07-16 00:00:00,280302,D1
100009,2011-07-17 00:00:00,991054,D2
100010,2011-07-18 00:00:00,459904,L2
100011,2011-07-19 00:00:00,363933,D2
100012,2011-07-20 00:00:00,203765,D3
100013,2011-07-21 00:00:00,669013,D2
100014,2011-07-22 00:00:00,678354,D1
100015,2011-07-23 00:00:00,654322,D2
100016,2011-07-24 00:00:00,47484,L3
100017,2011-07-25 00:00:00,800335,D1
100018,2011-07-26 00:00:00,243441,D1
100019,2011-07-27 00:00:00,38154,D3
100020,2011-07-28 00:00:00,153098,L3
100021,2011-07-29 00:00:00,386847,D2
100022,2011-07-30 00:00:00,266989,D2
100023,2011-07-31 00:00:00,491820,D2
100024,2011-08-01 00:00:00,561904,D3
100025,2011-08-02 00:00:00,732572,D2
100026,2011-08-03 00:00:00,131837,L2
100027,2011-08-04 00:00:00,330272,D3
100028,2011-08-05 00:00:00,606269,D2
100029,2011-08-06 00:00:00,263500,D2
100030,2011-08-07 00:00:00,576362,L2
100031,2011-08-08 00:00:00,954641,D3
100032,2011-08-09 00:00:00,367613,L2
100033,2011-08-10 00:00:00,941325,D3
100034,2011-08-11 00:00:00,600263,D3
100035,2011-08-12 00:00:00,975672,L3
100036,2011-08-13 00:00:00,470043,D2
100037,2011-08-14 00:00:00,257472,D2
100038,2011-08-15 00:00:00,270938,D2
100039,2011-08-16 00:00:00,420166,D2
100040,2011-08-17 00:00:00,204102,D1
100041,2011-08-18 00:00:00,533787,L1
100042,2011-08-19 00:00:00,592847,D3
100043,2011-08-20 00:00:00,785204,L1
100044,2011-08-21 00:00:00,639919,D3
100045,2011-08-22 00:00:00,335828,L1
100046,2011-08-23 00:00:00,756513,L3
100047,2011-08-24 00:00:00,556023,L2
100048,2011-08-25 00:00:00,254386,D2
100049,2011-08-26 00:00:00,591051,D2
100050,2011-08-27 00:00:00,301125,D1
100051,2011-08-28 00:00:00,200098,L3
100052,2011-08-29 00:00:00,409220,L2
100053,2011-08-30 00:00:00,103592,D3
100054,2011-08-31 00:00:00,393771,L3
100055,2011-09-01 00:00:00,812541,D3
100056,2011-09-02 00:00:00,907035,D2
100057,2011-09-03 00:00:00,789433,D2
100058,2011-09-04 00:00:00,566024,L3
100059,2011-09-05 00:00:00,688186,D3
100060,2011-09-06 00:00:00,936210,D2
100061,2011-09-07 00:00:00,186793,D2
100062,2011-09-08 00:00:00,519843,D1
100063,2011-09-09 00:00:00,659975,D2
100064,2011-09-10 00:00:00,767148,D2
100065,2011-09-11 00:00:00,634335,D2
100066,2011-09-12 00:00:00,837942,D2
100067,2011-09-13 00:00:00,96794,D2
100068,2011-09-14 00:00:00,877381,D2
100069,2011-09-15 00:00:00,705895,L3
100070,2011-09-16 00:00:00,627440,D2
100071,2011-09-17 00:00:00,181116,D2
100072,2011-09-18 00:00:00,415551,D2
100073,2011-09-19 00:00:00,433893,D2
100074,2011-09-20 00:00:00,520276,L3
100075,2011-09-21 00:00:00,224975,L3
100076,2011-09-22 00:00:00,740430,D2
100077,2011-09-23 00:00:00,294878,D2
100078,2011-09-24 00:00:00,982218,D3
100079,2011-09-25 00:00:00,992883,L1
100080,2011-09-26 00:00:00,564222,L3
100081,2011-09-27 00:00:00,502879,L3
100082,2011-09-28 00:00:00,392008,D1
100083,2011-09-29 00:00:00,961107,L2
100084,2011-09-30 00:00:00,662034,L3
100085,2011-10-01 00:00:00,757311,L2
100086,2011-10-02 00:00:00,140226,D3
100087,2011-10-03 00:00:00,106554,L1
100088,2011-10-04 00:00:00,650765,D3
100089,2011-10-05 00:00:00,514503,D2
100090,2011-10-06 00:00:00,787842,L3
100091,2011-10-07 00:00:00,961252,D3
100092,2011-10-08 00:00:00,349336,D1
100093,2011-10-09 00:00:00,297498,D3
100094,2011-10-10 00:00:00,22212,L2
100095,2011-10-11 00:00:00,438333,L2
100096,2011-10-12 00:00:00,17885,D2
100097,2011-10-13 00:00:00,444358,L1
100098,2011-10-14 00:00:00,521312,D2
100099,2011-10-15 00:00:00,913476,D3
100100,2011-10-16 00:00:00,88491,L3
100101,2011-10-17 00:00:00,298023,D1
100102,2011-10-18 00:00:00,92979,D2
100103,2011-10-19 00:00:00,84734,D2
100104,2011-10-20 00:00:00,168781,D3
100105,2011-10-21 00:00:00,848109,D3
100106,2011-10-22 00:00:00,66406,L3
100107,2011-10-23 00:00:00,791164,D2
100108,2011-10-24 00:00:00,937230,L1
100109,2011-10-25 00:00:00,823256,L1
100110,2011-10-26 00:00:00,96074,D2
100111,2011-10-27 00:00:00,5077,L1
100112,2011-10-28 00:00:00,781110,L1
100113,2011-10-29 00:00:00,126077,D2
100114,2011-10-30 00:00:00,515875,D2
100115,2011-10-31 00:00:00,717387,D1
100116,2011-11-01 00:00:00,811369,D2
100117,2011-11-02 00:00:00,390732,D1
100118,2011-11-03 00:00:00,825396,D3
100119,2011-11-04 00:00:00,785559,D2
100120,2011-11-05 00:00:00,737681,L1
100121,2011-11-06 00:00:00,496839,D2
100122,2011-11-07 00:00:00,335971,L1
100123,2011-11-08 00:00:00,522836,D2
100124,2011-11-09 00:00:00,334467,D2
100125,2011-11-10 00:00:00,528573,D2
100126,2011-11-11 00:00:00,785693,L1
100127,2011-11-12 00:00:00,56459,D2
100128,2011-11-13 00:00:00,746923,D2
100129,2011-11-14 00:00:00,619424,L3
100130,2011-11-15 00:00:00,93282,L1
100131,2011-11-16 00:00:00,654755,L3
100132,2011-11-17 00:00:00,415263,D3
100133,2011-11-18 00:00:00,742672,L1
100134,2011-11-19 00:00:00,249456,L3
100135,2011-11-20 00:00:00,37953,L2
100136,2011-11-21 00:00:00,584889,L2
100137,2011-11-22 00:00:00,958096,L2
100138,2011-11-23 00:00:00,852606,D1
100139,2011-11-24 00:00:00,153003,D2
100140,2011-11-25 00:00:00,171742,L2
100141,2011-11-26 00:00:00,526282,D2
100142,2011-11-27 00:00:00,89165,D3
100143,2011-11-28 00:00:00,77615,D3
100144,2011-11-29 00:00:00,423119,L1
100145,2011-11-30 00:00:00,735628,L2
100146,2011-12-01 00:00:00,56918,D2
100147,2011-12-02 00:00:00,697062,D3
100148,2011-12-03 00:00:00,800122,D2
100149,2011-12-04 00:00:00,761000,L1
100150,2011-12-05 00:00:00,824231,D2
100151,2011-12-06 00:00:00,336652,D2
100152,2011-12-07 00:00:00,633809,D2
100153,2011-12-08 00:00:00,717976,D3
100154,2011-12-09 00:00:00,244404,D2
100155,2011-12-10 00:00:00,987746,D1
100156,2011-12-11 00:00:00,514459,L3
100157,2011-12-12 00:00:00,45961,D1
100158,2011-12-13 00:00:00,58452,D2
100159,2011-12-14 00:00:00,737819,D1
100160,2011-12-15 00:00:00,225951,L3
100161,2011-12-16 00:00:00,98942,D2
100162,2011-12-17 00:00:00,351133,L1
100163,2011-12-18 00:00:00,995601,D2
100164,2011-12-19 00:00:00,582613,D2
100165,2011-12-20 00:00:00,721639,L1
100166,2011-12-21 00:00:00,948308,D2
100167,2011-12-22 00:00:00,474046,D2
100168,2011-12-23 00:00:00,996856,D2
100169,2011-12-24 00:00:00,263228,L2
100170,2011-12-25 00:00:00,689738,D3
100008,2014-04-11 00:00:00,166602,L3
100009,2014-04-12 00:00:00,164041,D2
100010,2014-04-13 00:00:00,55692,L3
100011,2014-04-14 00:00:00,839948,L3
100012,2014-04-15 00:00:00,464727,L2
100013,2014-04-16 00:00:00,462877,L3
100014,2014-04-17 00:00:00,587500,L3
100015,2014-04-18 00:00:00,799197,D1
100016,2014-04-19 00:00:00,653748,D3
100017,2014-04-20 00:00:00,757798,D2
100018,2014-04-21 00:00:00,2531,L2
100019,2014-04-22 00:00:00,37202,D3
100020,2014-04-23 00:00:00,883049,D2
100021,2014-04-24 00:00:00,621604,L1
100022,2014-04-25 00:00:00,644028,D2
100023,2014-04-26 00:00:00,721589,L2
100024,2014-04-27 00:00:00,503795,L3
100025,2014-04-28 00:00:00,56097,D2
100026,2014-04-29 00:00:00,846507,L2
100027,2000-08-16 00:00:00,283166,L2
100028,2000-08-17 00:00:00,575565,L2
100029,2000-08-18 00:00:00,727092,D1
100030,2000-08-19 00:00:00,624575,D2
100031,2000-08-20 00:00:00,870824,D2
100032,2000-08-21 00:00:00,934018,D2
100033,2000-08-22 00:00:00,169378,D1
100034,2000-08-23 00:00:00,695905,D2
100035,2000-08-24 00:00:00,893068,D1
100036,2000-08-25 00:00:00,20847,L3
100037,2000-08-26 00:00:00,433966,L2
100038,2000-08-27 00:00:00,90789,L3
100039,2000-08-28 00:00:00,82157,D1
100040,2000-08-29 00:00:00,279981,D3
100041,2000-08-30 00:00:00,822653,D3
100042,2000-08-31 00:00:00,249783,L1
100043,2000-09-01 00:00:00,672539,D1
100044,2000-09-02 00:00:00,338093,D2
100045,2000-09-03 00:00:00,78071,D1
100046,2000-09-04 00:00:00,884309,D2
100047,2000-09-05 00:00:00,479031,D2
100048,2000-09-06 00:00:00,798710,L2
100049,2000-09-07 00:00:00,507277,D3
100050,2000-09-08 00:00:00,498296,L3
100051,2000-09-09 00:00:00,186075,L1
100052,2000-09-10 00:00:00,727807,D1
100053,2000-09-11 00:00:00,981345,D1
100054,2000-09-12 00:00:00,812352,D1
100055,2000-09-13 00:00:00,649975,D3
100056,2000-09-14 00:00:00,643787,L3
100057,2000-09-15 00:00:00,26273,L3
100058,2000-09-16 00:00:00,180091,D2
100059,2000-09-17 00:00:00,265838,D2
100060,2000-09-18 00:00:00,825023,D3
100061,2000-09-19 00:00:00,215893,D2
100062,2000-09-20 00:00:00,397458,L3
100063,2000-09-21 00:00:00,56522,L3
100064,2000-09-22 00:00:00,358508,D2
100065,2000-09-23 00:00:00,552231,L3
100066,2000-09-24 00:00:00,45254,D2
100067,2000-09-25 00:00:00,660020,L1
100068,2000-09-26 00:00:00,899266,D3
100069,2000-09-27 00:00:00,693613,D1
100070,2000-09-28 00:00:00,4389,D1
100071,2000-09-29 00:00:00,816364,D3
100072,2000-09-30 00:00:00,954109,D2
100073,2000-10-01 00:00:00,268610,D2
100074,2000-10-02 00:00:00,707842,L3
100075,2000-10-03 00:00:00,276133,D3
100076,2000-10-04 00:00:00,433515,L1
100077,2000-10-05 00:00:00,267588,D2
100078,2000-10-06 00:00:00,950015,L1
100079,2000-10-07 00:00:00,472205,L3
100080,2000-10-08 00:00:00,536148,D3
100081,2000-10-09 00:00:00,31351,D2
100082,2000-10-10 00:00:00,30830,D3
100083,2000-10-11 00:00:00,205788,D2
100084,2000-10-12 00:00:00,472392,D2
100085,2000-10-13 00:00:00,261058,L3
100086,2000-10-14 00:00:00,956009,D1
100087,2000-10-15 00:00:00,442994,L2
100088,2000-10-16 00:00:00,617243,D1
100089,2000-10-17 00:00:00,793495,L1
100090,2000-10-18 00:00:00,816848,D2
100091,2000-10-19 00:00:00,63080,L3
100092,2000-10-20 00:00:00,427864,D2
100093,2000-10-21 00:00:00,427271,D2
100094,2000-10-22 00:00:00,178937,D1
100095,2000-10-23 00:00:00,878530,L3
100096,2000-10-24 00:00:00,473025,L1
100097,2000-10-25 00:00:00,387629,D2
100098,2000-10-26 00:00:00,897962,D2
100099,2000-10-27 00:00:00,534962,D1
100100,2000-10-28 00:00:00,120942,L2
100101,2000-10-29 00:00:00,952239,D2
100102,2000-10-30 00:00:00,530773,D2
100103,2000-10-31 00:00:00,722539,L2
100104,2000-11-01 00:00:00,204499,D2
100105,2000-11-02 00:00:00,354023,D2
100106,2000-11-03 00:00:00,705270,L3
100107,2000-11-04 00:00:00,128740,L2
100108,2000-11-05 00:00:00,949885,L1
100109,2000-11-06 00:00:00,496411,D1
100110,2000-11-07 00:00:00,839879,L1
100111,2000-11-08 00:00:00,441766,D2
100112,2000-11-09 00:00:00,110979,D2
100113,2000-11-10 00:00:00,539122,D3
100114,2000-11-11 00:00:00,23679,D2
100115,2000-11-12 00:00:00,56684,D2
100116,2000-11-13 00:00:00,964552,D2
100117,2000-11-14 00:00:00,769583,D1
100118,2000-11-15 00:00:00,533245,L3
100119,2000-11-16 00:00:00,327136,L3
100120,2000-11-17 00:00:00,979937,D2
100121,2000-11-18 00:00:00,539097,D2
100122,2000-11-19 00:00:00,930586,L2
100123,2000-11-20 00:00:00,402926,D3
100124,2000-11-21 00:00:00,633907,D2
100125,2000-11-22 00:00:00,512378,D2
100126,2000-11-23 00:00:00,225242,D2
100127,2000-11-24 00:00:00,500117,D2
100128,2000-11-25 00:00:00,247519,D2
100129,2000-11-26 00:00:00,153739,D2
100130,2000-11-27 00:00:00,372543,D2
100131,2000-11-28 00:00:00,286902,L1
100132,2000-11-29 00:00:00,578075,L3
100133,2000-11-30 00:00:00,933352,L2
100134,2000-12-01 00:00:00,466813,D2
100135,2000-12-02 00:00:00,889620,L1
100136,2000-12-03 00:00:00,964375,D1
100137,2000-12-04 00:00:00,754542,L1
100138,2000-12-05 00:00:00,921784,D2
100139,2000-12-06 00:00:00,117522,L1
100140,2000-12-07 00:00:00,203935,L1
100141,2000-12-08 00:00:00,757102,L3
100142,2000-12-09 00:00:00,821723,L3
100143,2000-12-10 00:00:00,250348,L3
100144,2000-12-11 00:00:00,911777,L3
100145,2000-12-12 00:00:00,861794,L1
100146,2000-12-13 00:00:00,498526,L3
100147,2000-12-14 00:00:00,663423,D2
100148,2000-12-15 00:00:00,216559,D2
100149,2000-12-16 00:00:00,522918,D2
100150,2000-12-17 00:00:00,844737,L2
100151,2000-12-18 00:00:00,471417,D2
100152,2000-12-19 00:00:00,979953,D2
100153,2000-12-20 00:00:00,147860,D2
100154,2000-12-21 00:00:00,147048,D2
100155,2000-12-22 00:00:00,750259,D1
100156,2000-12-23 00:00:00,656788,D2
100157,2000-12-24 00:00:00,277275,L2
100158,2000-12-25 00:00:00,539337,D1
100159,2000-12-26 00:00:00,397061,L3
100160,2000-12-27 00:00:00,191219,L2
100161,2000-12-28 00:00:00,517472,D1
100162,2000-12-29 00:00:00,637823,D2
100163,2000-12-30 00:00:00,706599,D2
100164,2000-12-31 00:00:00,765890,D3
100165,2001-01-01 00:00:00,497400,D2
100166,2001-01-02 00:00:00,46075,D1
100167,2001-01-03 00:00:00,981471,L1
100168,2001-01-04 00:00:00,222356,L1
100169,2001-01-05 00:00:00,894996,L3
100170,2001-01-06 00:00:00,519589,D3
100171,2001-01-07 00:00:00,29979,L3
100172,2001-01-08 00:00:00,806604,L2
100173,2001-01-09 00:00:00,484865,D1
100174,2001-01-10 00:00:00,998977,D3
100175,2001-01-11 00:00:00,548588,L1
100176,2001-01-12 00:00:00,698917,D1
100177,2001-01-13 00:00:00,138067,L2
100178,2001-01-14 00:00:00,303999,D2
100179,2001-01-15 00:00:00,211755,D1
100180,2001-01-16 00:00:00,955741,L3
100181,2001-01-17 00:00:00,459906,D1
100182,2001-01-18 00:00:00,927211,L2
100183,2001-01-19 00:00:00,199064,L1
100184,2001-01-20 00:00:00,144443,D2
100185,2001-01-21 00:00:00,76296,D2
100186,2001-01-22 00:00:00,429850,L2
100187,2001-01-23 00:00:00,636299,D2
100188,2001-01-24 00:00:00,460477,D2
100189,2001-01-25 00:00:00,707126,D1
100190,2001-01-26 00:00:00,119997,D1
100191,2001-01-27 00:00:00,197435,L1
100192,2001-01-28 00:00:00,486530,D2
100193,2001-01-29 00:00:00,252274,L2
100194,2001-01-30 00:00:00,983215,D1
100195,2001-01-31 00:00:00,671897,L1
100196,2001-02-01 00:00:00,890833,D1
100197,2001-02-02 00:00:00,42653,L1
100198,2001-02-03 00:00:00,322649,L1
100199,2001-02-04 00:00:00,159250,D2
100200,2001-02-05 00:00:00,858307,L3
100001,2001-02-06 00:00:00,584126,L3
100002,2001-02-07 00:00:00,85408,L1
100003,2001-02-08 00:00:00,637586,D3
100004,2001-02-09 00:00:00,448655,L3
100005,2001-02-10 00:00:00,877582,D2
100006,2001-02-11 00:00:00,815400,D1
100007,2001-02-12 00:00:00,267452,D1
100008,2001-02-13 00:00:00,208910,L1
100009,2001-02-14 00:00:00,84483,D1
100010,2001-02-15 00:00:00,305545,D2
100011,2001-02-16 00:00:00,162589,D2
100012,2001-02-17 00:00:00,892565,L1
100013,2001-02-18 00:00:00,875672,D1
100014,2001-02-19 00:00:00,85619,L3
100015,2001-02-20 00:00:00,940742,L3
100016,2001-02-21 00:00:00,651034,D2
100017,2001-02-22 00:00:00,334084,L2
100018,2001-02-23 00:00:00,237724,L2
100019,2001-02-24 00:00:00,558450,D2
100020,2001-02-25 00:00:00,876080,L2
100021,2001-02-26 00:00:00,622435,D2
100022,2001-02-27 00:00:00,19925,D2
100023,2001-02-28 00:00:00,744734,D2
100024,2001-03-01 00:00:00,749711,D2
100025,2001-03-02 00:00:00,255595,D2
100026,2001-03-03 00:00:00,651178,D2
100027,2001-03-04 00:00:00,226420,L3
100028,2001-03-05 00:00:00,442495,L3
100029,2001-03-06 00:00:00,439177,L1
100030,2001-03-07 00:00:00,71800,D1
100031,2001-03-08 00:00:00,545924,D2
100032,2001-03-09 00:00:00,857968,L1
100033,2001-03-10 00:00:00,256450,D2
100034,2001-03-11 00:00:00,327628,D2
100035,2001-03-12 00:00:00,408381,D2
100036,2001-03-13 00:00:00,848970,D3
100037,2001-03-14 00:00:00,163332,L2
100038,2001-03-15 00:00:00,89989,L3
100039,2001-03-16 00:00:00,806418,L3
100040,2001-03-17 00:00:00,86183,D1
100041,2001-03-18 00:00:00,790710,D3
100042,2001-03-19 00:00:00,774835,D3
100043,2001-03-20 00:00:00,292617,D2
100044,2001-03-21 00:00:00,777610,D2
100045,2001-03-22 00:00:00,804363,L2
100046,2001-03-23 00:00:00,302107,D2
100047,2001-03-24 00:00:00,80189,D3
100048,2001-03-25 00:00:00,742198,D2
100049,2001-03-26 00:00:00,103649,L2
100050,2001-03-27 00:00:00,1490,L2
100051,2001-03-28 00:00:00,815598,L2
100052,2001-03-29 00:00:00,184309,D2
100053,2001-03-30 00:00:00,588629,D2
100054,2001-03-31 00:00:00,349812,L1
100055,2001-04-01 00:00:00,918254,L3
100056,2001-04-02 00:00:00,901085,L3
100057,2001-04-03 00:00:00,882502,D2
100058,2001-04-04 00:00:00,730545,D3
100059,2001-04-05 00:00:00,122526,L1
100060,2001-04-06 00:00:00,248490,D2
100061,2001-04-07 00:00:00,451039,L1
100062,2001-04-08 00:00:00,118171,D2
100063,2001-04-09 00:00:00,162004,L1
100064,2001-04-10 00:00:00,883010,L2
100065,2001-04-11 00:00:00,748874,L3
100066,2001-04-12 00:00:00,929684,D2
100067,2001-04-13 00:00:00,234852,D2
100068,2001-04-14 00:00:00,708190,L1
100069,2001-04-15 00:00:00,911374,D2
100070,2001-04-16 00:00:00,23262,L2
100071,2001-04-17 00:00:00,275570,D1
100072,2001-04-18 00:00:00,344737,D2
100073,2001-04-19 00:00:00,442348,D2
100074,2001-04-20 00:00:00,594173,L1
100075,2001-04-21 00:00:00,60729,L3
100076,2001-04-22 00:00:00,55220,L1
100077,2001-04-23 00:00:00,797191,D2
100078,2001-04-24 00:00:00,473839,D1
100079,2001-04-25 00:00:00,707248,D2
100080,2001-04-26 00:00:00,636534,L2
100081,2001-04-27 00:00:00,237952,D3
100082,2001-04-28 00:00:00,99370,D2
100083,2001-04-29 00:00:00,133652,D2
100084,2001-04-30 00:00:00,852617,D2
100085,2001-05-01 00:00:00,46343,D2
100086,2001-05-02 00:00:00,878022,L2
100090,2009-07-31 00:00:00,775993,D2
100091,2009-08-01 00:00:00,218622,D2
100092,2009-08-02 00:00:00,301483,L2
100093,2009-08-03 00:00:00,264024,L2
100094,2009-08-04 00:00:00,579285,L2
100095,2009-08-05 00:00:00,504445,L2
100096,2009-08-06 00:00:00,353922,D3
100097,2009-08-07 00:00:00,725913,D2
100098,2009-08-08 00:00:00,440179,D2
100099,2009-08-09 00:00:00,462593,D1
100100,2009-08-10 00:00:00,98164,D1
100101,2009-08-11 00:00:00,782426,D2
100102,2009-08-12 00:00:00,653449,D2
100103,2009-08-13 00:00:00,407558,D2
100104,2009-08-14 00:00:00,24896,D2
100105,2009-08-15 00:00:00,672068,D2
100106,2009-08-16 00:00:00,307528,D2
100107,2009-08-17 00:00:00,715866,D3
100108,2009-08-18 00:00:00,112107,L3
100109,2009-08-19 00:00:00,93785,D2
100110,2009-08-20 00:00:00,313879,L2
100111,2009-08-21 00:00:00,111349,D2
100112,2009-08-22 00:00:00,215269,L3
100113,2009-08-23 00:00:00,87156,L3
100114,2009-08-24 00:00:00,885643,L1
100115,2009-08-25 00:00:00,823280,D2
100116,2009-08-26 00:00:00,79366,D2
100117,2009-08-27 00:00:00,451194,L3
100118,2009-08-28 00:00:00,597889,D2
100119,2009-08-29 00:00:00,320382,L3
100120,2009-08-30 00:00:00,39185,L1
100121,2009-08-31 00:00:00,309141,D3
100122,2009-09-01 00:00:00,725272,D2
100123,2009-09-02 00:00:00,787258,L3
100124,2009-09-03 00:00:00,72355,L3
100125,2009-09-04 00:00:00,323332,D2
100126,2009-09-05 00:00:00,943722,L3
100127,2009-09-06 00:00:00,960861,D2
100128,2009-09-07 00:00:00,99856,D1
100129,2009-09-08 00:00:00,926909,D2
100130,2009-09-09 00:00:00,883990,D3
100131,2009-09-10 00:00:00,741421,L3
100132,2009-09-11 00:00:00,640296,D3
100133,2009-09-12 00:00:00,644785,L3
100134,2009-09-13 00:00:00,897692,D3
100135,2009-09-14 00:00:00,309190,D2
100136,2009-09-15 00:00:00,275508,L3
100137,2009-09-16 00:00:00,149542,D1
100138,2009-09-17 00:00:00,740370,D2
100139,2009-09-18 00:00:00,702057,D3
100140,2009-09-19 00:00:00,41986,D3
100141,2009-09-20 00:00:00,975974,D2
100142,2009-09-21 00:00:00,629934,D3
100143,2009-09-22 00:00:00,820048,D3
100144,2009-09-23 00:00:00,379938,L1
100145,2009-09-24 00:00:00,423209,D1
